episode_id,regime,moneyness,option_type,vol_method,rebalance_frequency,rebalance_step_trading_days,transaction_cost_bps,n_marking_days,mean_abs_mtm_error,rmse_mtm_error,max_abs_mtm_error,avg_abs_delta_trade,n_rebalance_days,total_transaction_cost,total_turnover_dollars,settlement_date,settlement_stock_price,settlement_option_payoff,terminal_payoff,terminal_hedging_pnl,settlement_price_source,abs_terminal_hedging_pnl
SPY_highvol_C_ATM,highvol,ATM,call,rv_60d,daily,1,0.0,62,3.434961966782937,4.057697564229332,5.602705946774307,0.037594833706132695,62,0.0,994.9858848539307,2022-07-01,381.239990234375,0.0,0.0,-5.173228048773022,exact_expiration_close,5.173228048773022
SPY_highvol_C_ATM,highvol,ATM,call,rv_60d,daily,1,1.0,62,3.4952423914452266,4.130279014084557,5.690314428721976,0.037594833706132695,62,0.09949858848539309,994.9858848539307,2022-07-01,381.239990234375,0.0,0.0,-5.272927408295952,exact_expiration_close,5.272927408295952
SPY_highvol_C_ATM,highvol,ATM,call,rv_60d,daily,1,5.0,62,3.743610202925839,4.421781655571188,6.040748356512509,0.037594833706132695,62,0.49749294242696546,994.9858848539307,2022-07-01,381.239990234375,0.0,0.0,-5.671724846387488,exact_expiration_close,5.671724846387488
SPY_highvol_C_ATM,highvol,ATM,call,rv_60d,every_2_days,2,0.0,62,3.3109846092512516,3.8273859143811597,5.20758552520828,0.029675090665098287,31,0.0,787.8298593469773,2022-07-01,381.239990234375,0.0,0.0,-4.750557770712487,exact_expiration_close,4.750557770712487
SPY_highvol_C_ATM,highvol,ATM,call,rv_60d,every_2_days,2,1.0,62,3.3581110191773553,3.886126335186212,5.278650608365666,0.029675090665098287,31,0.07878298593469776,787.8298593469773,2022-07-01,381.239990234375,0.0,0.0,-4.829504083779127,exact_expiration_close,4.829504083779127
SPY_highvol_C_ATM,highvol,ATM,call,rv_60d,every_2_days,2,5.0,62,3.5493910986214257,4.122077091313232,5.5629109409952875,0.029675090665098287,31,0.39391492967348873,787.8298593469773,2022-07-01,381.239990234375,0.0,0.0,-5.145289336045776,exact_expiration_close,5.145289336045776
SPY_highvol_C_ATM,highvol,ATM,call,rv_60d,weekly,5,0.0,62,0.8981714788613917,1.2062076006366687,2.358998784895243,0.018340433102177346,13,0.0,489.42560815365937,2022-07-01,381.239990234375,0.0,0.0,-2.3548895622648596,exact_expiration_close,2.3548895622648596
SPY_highvol_C_ATM,highvol,ATM,call,rv_60d,weekly,5,1.0,62,0.9111933195382877,1.2288165063691239,2.407992345227178,0.018340433102177346,13,0.04894256081536594,489.42560815365937,2022-07-01,381.239990234375,0.0,0.0,-2.4039359765115353,exact_expiration_close,2.4039359765115353
SPY_highvol_C_ATM,highvol,ATM,call,rv_60d,weekly,5,5.0,62,0.9759868441936317,1.3271254715486889,2.60396658655501,0.018340433102177346,13,0.2447128040768297,489.42560815365937,2022-07-01,381.239990234375,0.0,0.0,-2.6001216334983352,exact_expiration_close,2.6001216334983352
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix,daily,1,0.0,62,1.2460170407255182,1.43955581053662,1.8325954763547845,0.018844050001759476,62,0.0,509.15915164481765,2022-07-01,381.239990234375,0.0,0.0,-1.8297102009607489,exact_expiration_close,1.8297102009607489
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix,daily,1,1.0,62,1.2772648121530257,1.479895966895548,1.8824786568451346,0.018844050001759476,62,0.050915915164481754,509.15915164481765,2022-07-01,381.239990234375,0.0,0.0,-1.8807408393590062,exact_expiration_close,1.8807408393590062
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix,daily,1,5.0,62,1.407223041709614,1.6430622454604076,2.084772003681902,0.018844050001759476,62,0.2545795758224089,509.15915164481765,2022-07-01,381.239990234375,0.0,0.0,-2.0848633929522165,exact_expiration_close,2.0848633929522165
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix,every_2_days,2,0.0,62,1.446822962791707,1.614227083079738,2.025550551424782,0.015819074487889547,31,0.0,426.8182984542689,2022-07-01,381.239990234375,0.0,0.0,-1.9844501345087167,exact_expiration_close,1.9844501345087167
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix,every_2_days,2,1.0,62,1.4743709037955888,1.6480346380200621,2.067706456629369,0.015819074487889547,31,0.04268182984542688,426.8182984542689,2022-07-01,381.239990234375,0.0,0.0,-2.02722810531786,exact_expiration_close,2.02722810531786
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix,every_2_days,2,5.0,62,1.584562667811014,1.784471240458035,2.2363300774475574,0.015819074487889547,31,0.21340914922713447,426.8182984542689,2022-07-01,381.239990234375,0.0,0.0,-2.198339988554276,exact_expiration_close,2.198339988554276
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix,weekly,5,0.0,62,0.3248632018742954,0.36497487038855736,0.8580021893147318,0.0102717672402937,13,0.0,279.79638011651014,2022-07-01,381.239990234375,0.0,0.0,0.2041708528243322,exact_expiration_close,0.2041708528243322
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix,weekly,5,1.0,62,0.3007313648057355,0.3439098882241414,0.8348853323543892,0.0102717672402937,13,0.027979638011651015,279.79638011651014,2022-07-01,381.239990234375,0.0,0.0,0.176125995100229,exact_expiration_close,0.176125995100229
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix,weekly,5,5.0,62,0.20420401653168221,0.2665980336522507,0.7504443615314358,0.0102717672402937,13,0.1398981900582551,279.79638011651014,2022-07-01,381.239990234375,0.0,0.0,0.0639465642040113,exact_expiration_close,0.0639465642040113
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix3m,daily,1,0.0,62,0.8734903023956433,0.9457646108448845,1.237709993390137,0.021823482387580907,62,0.0,584.841091224019,2022-07-01,381.239990234375,0.0,0.0,-1.1547228415864819,exact_expiration_close,1.1547228415864819
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix3m,daily,1,1.0,62,0.9035679492528421,0.9829009541828628,1.293387046685055,0.021823482387580907,62,0.05848410912240192,584.841091224019,2022-07-01,381.239990234375,0.0,0.0,-1.2133340168156086,exact_expiration_close,1.2133340168156086
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix3m,daily,1,5.0,62,1.0238785366815795,1.1399116697256382,1.5160952598646453,0.021823482387580907,62,0.2924205456120096,584.841091224019,2022-07-01,381.239990234375,0.0,0.0,-1.4477787177320378,exact_expiration_close,1.4477787177320378
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix3m,every_2_days,2,0.0,62,0.9395771141596608,1.0150288311389266,1.328980791880035,0.018102410500516267,31,0.0,485.6589804246364,2022-07-01,381.239990234375,0.0,0.0,-1.1500153712528451,exact_expiration_close,1.1500153712528451
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix3m,every_2_days,2,1.0,62,0.9650658760567531,1.0464374499866294,1.3727030593987237,0.018102410500516267,31,0.04856589804246365,485.6589804246364,2022-07-01,381.239990234375,0.0,0.0,-1.1986880427649351,exact_expiration_close,1.1986880427649351
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix3m,every_2_days,2,5.0,62,1.0703646148952923,1.177845971696608,1.5484742871526578,0.018102410500516267,31,0.24282949021231828,485.6589804246364,2022-07-01,381.239990234375,0.0,0.0,-1.3933787288131865,exact_expiration_close,1.3933787288131865
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix3m,weekly,5,0.0,62,1.0876756537211394,1.13491266776068,1.6723336808827796,0.01181806581523375,13,0.0,319.6887924248612,2022-07-01,381.239990234375,0.0,0.0,1.0111129032864286,exact_expiration_close,1.0111129032864286
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix3m,weekly,5,1.0,62,1.060981667141578,1.107887721155924,1.647985384610685,0.01181806581523375,13,0.03196887924248612,319.6887924248612,2022-07-01,381.239990234375,0.0,0.0,0.9790714287941038,exact_expiration_close,0.9790714287941038
SPY_highvol_C_OTM,highvol,OTM,call,iv_inception_vix3m,weekly,5,5.0,62,0.9542057208234332,1.0001863717772081,1.5505921995224057,0.01181806581523375,13,0.15984439621243057,319.6887924248612,2022-07-01,381.239990234375,0.0,0.0,0.8509055308249276,exact_expiration_close,0.8509055308249276
SPY_highvol_C_OTM,highvol,OTM,call,rv_20d,daily,1,0.0,62,2.0691158477101,2.4724100307820365,5.154037019512813,0.02452797361974494,62,0.0,653.3060170142235,2022-07-01,381.239990234375,0.0,0.0,-0.8650548876874335,exact_expiration_close,0.8650548876874335
SPY_highvol_C_OTM,highvol,OTM,call,rv_20d,daily,1,1.0,62,2.097873812487814,2.4800688558792414,5.12622705687248,0.02452797361974494,62,0.06533060170142233,653.3060170142235,2022-07-01,381.239990234375,0.0,0.0,-0.9305220792181171,exact_expiration_close,0.9305220792181171
SPY_highvol_C_OTM,highvol,OTM,call,rv_20d,daily,1,5.0,62,2.212905671598621,2.5211526626705796,5.014987206311027,0.02452797361974494,62,0.3266530085071117,653.3060170142235,2022-07-01,381.239990234375,0.0,0.0,-1.1923908453408194,exact_expiration_close,1.1923908453408194
SPY_highvol_C_OTM,highvol,OTM,call,rv_20d,every_2_days,2,0.0,62,1.9704208648586838,2.4345388066271165,5.256286153958989,0.019591739771314492,31,0.0,524.8399803395893,2022-07-01,381.239990234375,0.0,0.0,-0.6239570662666826,exact_expiration_close,0.6239570662666826
SPY_highvol_C_OTM,highvol,OTM,call,rv_20d,every_2_days,2,1.0,62,1.993571905034881,2.439111870285895,5.231159985164368,0.019591739771314492,31,0.05248399803395894,524.8399803395893,2022-07-01,381.239990234375,0.0,0.0,-0.6765539895061378,exact_expiration_close,0.6765539895061378
SPY_highvol_C_OTM,highvol,OTM,call,rv_20d,every_2_days,2,5.0,62,2.0861760657397346,2.4648235592664274,5.130655309985933,0.019591739771314492,31,0.2624199901697947,524.8399803395893,2022-07-01,381.239990234375,0.0,0.0,-0.886941682464044,exact_expiration_close,0.886941682464044
SPY_highvol_C_OTM,highvol,OTM,call,rv_20d,weekly,5,0.0,62,2.8636450010274466,3.0715829036951265,5.171563456407654,0.011365504355700539,13,0.0,310.3744679384142,2022-07-01,381.239990234375,0.0,0.0,3.0347681370988147,exact_expiration_close,3.0347681370988147
SPY_highvol_C_OTM,highvol,OTM,call,rv_20d,weekly,5,1.0,62,2.8375233706486234,3.046971840745364,5.151383879055388,0.011365504355700539,13,0.031037446793841413,310.3744679384142,2022-07-01,381.239990234375,0.0,0.0,3.0036600759611285,exact_expiration_close,3.0036600759611285
SPY_highvol_C_OTM,highvol,OTM,call,rv_20d,weekly,5,5.0,62,2.733036849133334,2.948940926202309,5.070665569646295,0.011365504355700539,13,0.15518723396920708,310.3744679384142,2022-07-01,381.239990234375,0.0,0.0,2.8792278314103674,exact_expiration_close,2.8792278314103674
SPY_highvol_C_OTM,highvol,OTM,call,rv_60d,daily,1,0.0,62,1.9820730032603948,2.3251981293437787,3.1383328412692464,0.022350664223665623,62,0.0,597.6233777047704,2022-07-01,381.239990234375,0.0,0.0,-2.9180131767898345,exact_expiration_close,2.9180131767898345
SPY_highvol_C_OTM,highvol,OTM,call,rv_60d,daily,1,1.0,62,2.019195007532049,2.3705692882107634,3.1940333933933687,0.022350664223665623,62,0.059762337770477035,597.6233777047704,2022-07-01,381.239990234375,0.0,0.0,-2.977902958782213,exact_expiration_close,2.977902958782213
SPY_highvol_C_OTM,highvol,OTM,call,rv_60d,daily,1,5.0,62,2.172171440285456,2.553176896458294,3.4168356018896233,0.022350664223665623,62,0.2988116888523853,597.6233777047704,2022-07-01,381.239990234375,0.0,0.0,-3.217462086751482,exact_expiration_close,3.217462086751482
SPY_highvol_C_OTM,highvol,OTM,call,rv_60d,every_2_days,2,0.0,62,2.0172417961540043,2.3023859324168243,3.0796011812188713,0.017959540511081524,31,0.0,481.0360769856375,2022-07-01,381.239990234375,0.0,0.0,-2.764023140775524,exact_expiration_close,2.764023140775524
SPY_highvol_C_OTM,highvol,OTM,call,rv_60d,every_2_days,2,1.0,62,2.0472805194015993,2.339515344578676,3.1254465088050516,0.017959540511081524,31,0.04810360769856376,481.0360769856375,2022-07-01,381.239990234375,0.0,0.0,-2.8122312130262936,exact_expiration_close,2.8122312130262936
SPY_highvol_C_OTM,highvol,OTM,call,rv_60d,every_2_days,2,5.0,62,2.167640975253295,2.4888850663341877,3.308827819149837,0.017959540511081524,31,0.24051803849281872,481.0360769856375,2022-07-01,381.239990234375,0.0,0.0,-3.005063502029452,exact_expiration_close,3.005063502029452
